Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Discount,Sales,Profit
ORD111318,2023-01-09,CUST1780,Notebook Pack,Stationery,North,5,477.77,0.05,2269.41,864.22
ORD107444,2023-01-09,CUST3261,Smart Watch,Accessories,West,2,6183.92,0.0,12367.84,3124.25
ORD111165,2023-01-09,CUST1532,Smart Watch,Accessories,South,3,6330.54,0.0,18991.62,5126.17
ORD110372,2023-01-09,CUST3284,Study Table,Furniture,West,4,7003.83,0.05,26614.55,7642.32
ORD104634,2023-01-09,CUST1693,Bluetooth Speaker,Accessories,North,1,3175.43,0.05,3016.66,771.25
ORD101381,2023-01-09,CUST1122,Office Chair,Furniture,South,6,8771.46,0.05,49997.32,13788.82
ORD108046,2023-01-09,CUST2549,Printer,Office Supplies,South,4,11564.98,0.1,41633.93,10603.77
ORD111792,2023-01-10,CUST1335,Smartphone X,Electronics,North,2,32264.91,0.1,58076.84,11055.18
ORD101645,2023-01-10,CUST1747,Notebook Pack,Stationery,North,3,441.06,0.15,1124.7,435.69
ORD105929,2023-01-10,CUST1930,Laptop Air 13,Electronics,West,1,66204.99,0.05,62894.74,11572.01
ORD100752,2023-01-10,CUST1865,Tablet Plus,Electronics,North,2,26493.43,0.25,39740.15,7808.85
ORD100528,2023-01-10,CUST2134,Notebook Pack,Stationery,East,1,437.0,0.1,393.3,152.67
ORD103095,2023-01-10,CUST2053,Smartphone Y,Electronics,North,4,22327.08,0.15,75912.07,12954.94
ORD102984,2023-01-10,CUST3221,Smart Watch,Accessories,West,1,6736.2,0.1,6062.58,1551.27
ORD108689,2023-01-10,CUST3568,Bluetooth Speaker,Accessories,South,2,3241.33,0.15,5510.26,1470.12
ORD110321,2023-01-10,CUST3163,Notebook Pack,Stationery,East,1,440.62,0.25,330.46,124.04
ORD107419,2023-01-10,CUST3963,Bluetooth Speaker,Accessories,North,7,2901.47,0.15,17263.75,4481.35
ORD101027,2023-01-11,CUST3733,Smartphone Y,Electronics,South,1,20884.93,0.0,20884.93,3847.63
ORD103762,2023-01-11,CUST3647,Laptop Pro 14,Electronics,East,2,87504.76,0.15,148758.09,28563.0
ORD100830,2023-01-11,CUST2515,Smart Watch,Accessories,North,6,6385.85,0.1,34483.59,9321.33
ORD109558,2023-01-11,CUST3079,Printer,Office Supplies,West,5,12028.92,0.0,60144.6,15200.75
ORD106910,2023-01-11,CUST3168,Wireless Headphones,Accessories,West,2,4572.64,0.15,7773.49,2136.8
ORD111594,2023-01-11,CUST3814,Pen Set,Stationery,East,1,254.92,0.0,254.92,92.43
ORD107508,2023-01-11,CUST3827,Bookshelf,Furniture,East,4,5596.9,0.05,21268.22,6584.68
ORD109827,2023-01-11,CUST1577,Printer,Office Supplies,South,3,12572.88,0.15,32060.84,8334.94
ORD108957,2023-01-11,CUST3486,Notebook Pack,Stationery,Central,3,446.32,0.25,1004.22,372.88
ORD101348,2023-01-11,CUST1652,Bluetooth Speaker,Accessories,North,2,3111.43,0.1,5600.57,1538.65
ORD105462,2023-01-11,CUST3277,Smart Watch,Accessories,North,2,6654.74,0.2,10647.58,2835.53
ORD101155,2023-01-11,CUST1459,Bluetooth Speaker,Accessories,West,5,3221.86,0.0,16109.3,4454.58
ORD109003,2023-01-12,CUST1107,Study Table,Furniture,North,2,7123.64,0.1,12822.55,3628.37
ORD107776,2023-01-12,CUST2148,Notebook Pack,Stationery,North,1,469.55,0.1,422.6,150.35
ORD107001,2023-01-12,CUST1875,Laptop Air 13,Electronics,West,2,66144.07,0.05,125673.73,22329.73
ORD100381,2023-01-12,CUST2073,Laptop Pro 14,Electronics,East,5,89476.53,0.0,447382.65,82831.57
ORD110114,2023-01-12,CUST1727,Smart Watch,Accessories,West,1,6292.51,0.1,5663.26,1422.19
ORD104226,2023-01-12,CUST2162,Wireless Headphones,Accessories,East,7,4775.59,0.1,30086.22,8267.66
ORD101590,2023-01-12,CUST2316,Tablet Plus,Electronics,West,2,28510.71,0.15,48468.21,9786.66
ORD104325,2023-01-12,CUST3620,Printer,Office Supplies,North,4,13055.39,0.15,44388.33,10321.53
ORD104350,2023-01-12,CUST1463,Backpack,Stationery,East,6,1780.23,0.0,10681.38,4153.01
ORD101767,2023-01-12,CUST1130,Pen Set,Stationery,West,2,257.48,0.15,437.72,160.38
ORD107966,2023-01-12,CUST2819,Smartphone X,Electronics,North,6,31953.02,0.1,172546.31,35539.37
ORD104646,2023-01-12,CUST3387,Backpack,Stationery,North,1,1773.21,0.0,1773.21,655.51
ORD111178,2023-01-12,CUST2545,Laptop Air 13,Electronics,East,2,64858.83,0.0,129717.66,23295.47
ORD101066,2023-01-12,CUST3415,Laptop Pro 14,Electronics,West,5,85549.25,0.1,384971.62,71338.38
ORD108535,2023-01-12,CUST1773,Printer,Office Supplies,West,3,13287.01,0.2,31888.82,7364.02
ORD102859,2023-01-12,CUST2013,Wireless Headphones,Accessories,West,6,4551.41,0.0,27308.46,7460.51
ORD109845,2023-01-13,CUST3221,Smart Watch,Accessories,West,1,6569.26,0.0,6569.26,1899.16
ORD109289,2023-01-13,CUST2624,Laptop Pro 14,Electronics,Central,4,85883.32,0.15,292003.29,50244.09
ORD103866,2023-01-13,CUST1581,Printer,Office Supplies,West,2,13262.37,0.1,23872.27,6287.11
ORD104996,2023-01-13,CUST1571,Bookshelf,Furniture,North,5,5614.88,0.0,28074.4,7883.89
ORD107601,2023-01-13,CUST2215,Desk Lamp,Furniture,Central,1,1934.11,0.0,1934.11,567.12
ORD105150,2023-01-13,CUST1316,Office Chair,Furniture,West,8,8927.94,0.1,64281.17,17456.0
ORD110064,2023-01-13,CUST3637,Laptop Air 13,Electronics,East,7,65724.83,0.1,414066.43,72846.21
ORD111667,2023-01-13,CUST2825,Smartphone Y,Electronics,West,5,20898.25,0.1,94042.12,18451.57
ORD104081,2023-01-13,CUST3919,Printer,Office Supplies,Central,3,13218.2,0.1,35689.14,8708.58
ORD109493,2023-01-13,CUST3216,Laptop Air 13,Electronics,West,2,61400.97,0.05,116661.84,21428.53
ORD111137,2023-01-13,CUST2966,Bookshelf,Furniture,North,2,5799.23,0.0,11598.46,3325.61
ORD100756,2023-01-13,CUST3594,Pen Set,Stationery,West,3,249.09,0.05,709.91,260.27
ORD103687,2023-01-13,CUST3500,Backpack,Stationery,West,6,1791.59,0.05,10212.06,3800.12
ORD110298,2023-01-13,CUST2769,Tablet Plus,Electronics,Central,2,27546.08,0.05,52337.55,9316.78
ORD111388,2023-01-13,CUST3776,Smartphone Y,Electronics,East,3,21918.65,0.1,59180.36,10137.4
ORD106377,2023-01-13,CUST2502,Laptop Air 13,Electronics,Central,7,64107.29,0.05,426313.48,86916.18
ORD107445,2023-01-13,CUST1957,Study Table,Furniture,North,2,7035.86,0.05,13368.13,4105.67
ORD105687,2023-01-14,CUST1643,Laptop Pro 14,Electronics,North,3,85701.55,0.0,257104.65,44025.07
ORD109382,2023-01-14,CUST3881,Smartphone Y,Electronics,Central,2,21977.24,0.05,41756.76,8294.63
ORD107188,2023-01-14,CUST1667,Desk Lamp,Furniture,East,4,1876.27,0.0,7505.08,2086.12
ORD110709,2023-01-14,CUST3713,Study Table,Furniture,Central,1,6820.88,0.1,6138.79,1787.97
ORD110305,2023-01-14,CUST2853,Study Table,Furniture,North,4,7104.42,0.0,28417.68,7961.09
ORD105986,2023-01-14,CUST2284,Keyboard,Office Supplies,North,2,1851.41,0.0,3702.82,907.49
ORD101399,2023-01-14,CUST2629,Smart Watch,Accessories,West,3,6481.53,0.05,18472.36,5154.13
ORD107480,2023-01-14,CUST2402,Bookshelf,Furniture,North,3,5009.42,0.0,15028.26,4202.57
ORD104943,2023-01-14,CUST3378,Keyboard,Office Supplies,North,4,1822.93,0.05,6927.13,1778.0
ORD108927,2023-01-14,CUST2812,Bluetooth Speaker,Accessories,West,2,3247.76,0.2,5196.42,1421.74
ORD101467,2023-01-14,CUST2272,Backpack,Stationery,South,1,1687.96,0.05,1603.56,574.73
ORD110630,2023-01-14,CUST2325,Bluetooth Speaker,Accessories,East,2,3382.65,0.1,6088.77,1758.99
ORD100039,2023-01-14,CUST2702,Study Table,Furniture,West,1,6986.83,0.1,6288.15,1728.07
ORD104638,2023-01-15,CUST1918,Wireless Headphones,Accessories,West,5,4675.12,0.1,21038.04,5448.43
ORD100820,2023-01-15,CUST2683,Laptop Air 13,Electronics,North,2,61894.64,0.1,111410.35,20112.58
ORD104797,2023-01-15,CUST1928,Backpack,Stationery,South,1,1702.81,0.1,1532.53,579.58
ORD102918,2023-01-15,CUST3360,Printer,Office Supplies,South,1,11964.15,0.0,11964.15,3067.82
ORD110603,2023-01-15,CUST1216,Notebook Pack,Stationery,East,5,447.27,0.0,2236.35,855.2
ORD100075,2023-01-15,CUST2025,Smartphone Y,Electronics,East,5,21366.16,0.0,106830.8,21930.43
ORD109137,2023-01-15,CUST1529,Wireless Headphones,Accessories,South,3,4561.98,0.0,13685.94,3432.36
ORD111028,2023-01-15,CUST1494,Smart Watch,Accessories,South,2,6417.52,0.0,12835.04,3656.86
ORD110548,2023-01-15,CUST3752,Tablet Plus,Electronics,North,1,27204.29,0.1,24483.86,4421.18
ORD104304,2023-01-16,CUST3071,Laptop Pro 14,Electronics,West,1,80625.02,0.2,64500.02,12117.56
ORD105865,2023-01-16,CUST3671,Backpack,Stationery,West,1,1651.43,0.1,1486.29,539.23
ORD110100,2023-01-16,CUST1621,Study Table,Furniture,South,2,6809.88,0.15,11576.8,3418.95
ORD110030,2023-01-16,CUST1276,Bluetooth Speaker,Accessories,West,7,3154.09,0.0,22078.63,6151.34
ORD106458,2023-01-16,CUST2374,Laptop Pro 14,Electronics,East,1,87868.26,0.15,74688.02,15375.03
ORD110072,2023-01-16,CUST1481,Mouse,Office Supplies,West,1,907.73,0.1,816.96,217.91
ORD110897,2023-01-16,CUST1188,Bookshelf,Furniture,South,2,5427.11,0.05,10311.51,2960.45
ORD106395,2023-01-16,CUST3326,Pen Set,Stationery,South,1,252.46,0.1,227.21,87.22
ORD106927,2023-01-16,CUST1375,Printer,Office Supplies,Central,2,12523.21,0.0,25046.42,5805.61
ORD105443,2023-01-16,CUST3237,Smartphone Y,Electronics,East,3,21749.25,0.1,58722.98,10830.51
ORD109876,2023-01-16,CUST2010,Keyboard,Office Supplies,South,3,1777.37,0.0,5332.11,1241.58
ORD106036,2023-01-16,CUST2947,Laptop Air 13,Electronics,North,6,65121.08,0.05,371190.16,69867.3
ORD109455,2023-01-16,CUST2230,Wireless Headphones,Accessories,East,4,4465.58,0.0,17862.32,4904.43
ORD111986,2023-01-16,CUST2201,Wireless Headphones,Accessories,Central,2,4766.84,0.0,9533.68,2617.92
ORD109646,2023-01-16,CUST2417,Smartphone X,Electronics,South,4,32286.43,0.1,116231.15,22568.73
ORD110986,2023-01-16,CUST2070,Tablet Plus,Electronics,South,2,28650.13,0.1,51570.23,8966.04
ORD101112,2023-01-16,CUST1727,Tablet Plus,Electronics,East,2,28101.76,0.2,44962.82,8670.32
ORD110089,2023-01-16,CUST2700,Study Table,Furniture,Central,5,6813.26,0.1,30659.67,8895.35
ORD102839,2023-01-17,CUST1795,Study Table,Furniture,West,4,6579.86,0.1,23687.5,6783.22
ORD106442,2023-01-17,CUST1211,Backpack,Stationery,West,2,1826.32,0.0,3652.64,1392.03
ORD101888,2023-01-17,CUST2948,Laptop Pro 14,Electronics,West,1,79575.64,0.05,75596.86,13810.75
ORD105755,2023-01-17,CUST2391,Backpack,Stationery,West,1,1854.34,0.1,1668.91,595.18
ORD100242,2023-01-17,CUST1262,Study Table,Furniture,East,1,7602.59,0.25,5701.94,1609.16
ORD107788,2023-01-17,CUST3302,Keyboard,Office Supplies,East,1,1856.82,0.2,1485.46,383.02
ORD103445,2023-01-17,CUST2464,Keyboard,Office Supplies,North,2,1741.87,0.15,2961.18,723.02
ORD101240,2023-01-17,CUST1055,Printer,Office Supplies,South,1,12409.27,0.0,12409.27,3226.5
ORD103199,2023-01-17,CUST1991,Tablet Plus,Electronics,West,1,27666.36,0.1,24899.72,4405.52
ORD104228,2023-01-17,CUST3855,Tablet Plus,Electronics,South,3,29368.42,0.0,88105.26,17017.31
ORD111312,2023-01-17,CUST2944,Bookshelf,Furniture,West,7,5293.32,0.15,31495.25,9166.3
ORD111510,2023-01-17,CUST2704,Notebook Pack,Stationery,South,4,487.37,0.0,1949.48,725.93
ORD100261,2023-01-18,CUST3912,Mouse,Office Supplies,East,6,871.99,0.0,5231.94,1392.99
ORD108277,2023-01-18,CUST3586,Pen Set,Stationery,Central,1,250.02,0.0,250.02,97.37
ORD100916,2023-01-18,CUST3776,Laptop Pro 14,Electronics,East,1,83894.11,0.0,83894.11,15528.08
ORD108701,2023-01-18,CUST2515,Desk Lamp,Furniture,East,1,1828.2,0.05,1736.79,524.16
ORD106242,2023-01-18,CUST3776,Desk Lamp,Furniture,West,1,1695.96,0.0,1695.96,501.88
ORD108660,2023-01-19,CUST2355,Wireless Headphones,Accessories,West,1,4376.52,0.1,3938.87,1068.01
ORD102481,2023-01-19,CUST3880,Laptop Pro 14,Electronics,South,1,85794.61,0.0,85794.61,15185.1
ORD105596,2023-01-19,CUST2248,Smart Watch,Accessories,West,1,6641.42,0.1,5977.28,1546.17
ORD108606,2023-01-19,CUST3917,Keyboard,Office Supplies,East,5,1780.49,0.2,7121.96,1838.62
ORD105643,2023-01-19,CUST2579,Study Table,Furniture,West,2,6981.09,0.1,12565.96,3745.48
ORD103637,2023-01-19,CUST2617,Bluetooth Speaker,Accessories,East,5,3220.58,0.1,14492.61,4083.23
ORD105321,2023-01-19,CUST1603,Laptop Air 13,Electronics,Central,2,62643.81,0.1,112758.86,21235.49
ORD101560,2023-01-19,CUST2787,Bookshelf,Furniture,Central,2,5923.97,0.2,9478.35,2822.09
ORD102082,2023-01-19,CUST1690,Backpack,Stationery,East,5,1827.62,0.1,8224.29,3034.55
ORD104086,2023-01-19,CUST1645,Tablet Plus,Electronics,South,1,26474.58,0.0,26474.58,5490.54
ORD102682,2023-01-19,CUST1523,Keyboard,Office Supplies,East,3,1723.7,0.0,5171.1,1218.13
ORD103179,2023-01-19,CUST1578,Pen Set,Stationery,West,1,253.5,0.0,253.5,98.11
ORD102009,2023-01-19,CUST1947,Printer,Office Supplies,East,3,11713.33,0.0,35139.99,8112.78
ORD108184,2023-01-19,CUST1094,Pen Set,Stationery,East,6,232.12,0.05,1323.08,515.21
ORD104574,2023-01-19,CUST3867,Pen Set,Stationery,North,7,252.49,0.05,1679.06,640.28
ORD107317,2023-01-19,CUST1885,Tablet Plus,Electronics,East,2,25511.59,0.0,51023.18,10108.84
ORD103425,2023-01-19,CUST2318,Tablet Plus,Electronics,East,4,29411.56,0.0,117646.24,20061.82
ORD100282,2023-01-20,CUST1954,Smartphone X,Electronics,North,1,31471.15,0.15,26750.48,4725.23
ORD106798,2023-01-20,CUST3132,Study Table,Furniture,West,3,6984.21,0.0,20952.63,6032.12
ORD109371,2023-01-20,CUST2729,Bookshelf,Furniture,South,1,5279.8,0.05,5015.81,1418.14
ORD109232,2023-01-20,CUST2107,Laptop Air 13,Electronics,West,2,63684.17,0.05,120999.92,20896.5
ORD103216,2023-01-20,CUST1235,Smartphone Y,Electronics,West,6,22778.67,0.0,136672.02,25609.05
ORD107311,2023-01-20,CUST1544,Notebook Pack,Stationery,West,2,467.77,0.0,935.54,330.28
ORD106461,2023-01-21,CUST3861,Smartphone Y,Electronics,East,1,22176.44,0.05,21067.62,4114.67
ORD102162,2023-01-21,CUST3888,Bookshelf,Furniture,South,2,5686.15,0.1,10235.07,3030.04
ORD106540,2023-01-21,CUST1826,Tablet Plus,Electronics,Central,3,27788.77,0.0,83366.31,15440.45
ORD111773,2023-01-21,CUST3333,Pen Set,Stationery,North,4,257.63,0.0,1030.52,360.91
ORD109474,2023-01-21,CUST2686,Wireless Headphones,Accessories,Central,2,4527.48,0.2,7243.97,2048.29
ORD101602,2023-01-21,CUST3185,Bookshelf,Furniture,South,3,5682.4,0.0,17047.2,4922.27
ORD103344,2023-01-21,CUST2676,Laptop Pro 14,Electronics,West,4,84204.22,0.25,252612.66,51729.83
ORD101449,2023-01-21,CUST2684,Office Chair,Furniture,Central,2,8544.84,0.05,16235.2,4579.39
ORD105902,2023-01-21,CUST3222,Smartphone X,Electronics,West,2,31940.83,0.1,57493.49,9988.26
ORD100033,2023-01-21,CUST3989,Pen Set,Stationery,South,7,252.53,0.1,1590.94,567.52
ORD101302,2023-01-21,CUST1718,Laptop Air 13,Electronics,West,6,64884.45,0.05,369841.36,65841.68
ORD104884,2023-01-21,CUST1429,Smartphone Y,Electronics,South,5,22385.84,0.1,100736.28,20003.72
ORD104782,2023-01-21,CUST2534,Smart Watch,Accessories,West,1,5980.61,0.0,5980.61,1623.3
ORD101882,2023-01-21,CUST1663,Smart Watch,Accessories,North,1,6320.79,0.1,5688.71,1480.39
ORD110290,2023-01-21,CUST2730,Notebook Pack,Stationery,East,1,422.55,0.0,422.55,148.97
ORD110654,2023-01-21,CUST3677,Smartphone X,Electronics,South,4,30795.11,0.05,117021.42,21328.38
ORD101393,2023-01-22,CUST1230,Backpack,Stationery,North,1,2008.13,0.2,1606.5,604.46
ORD106738,2023-01-22,CUST1582,Bookshelf,Furniture,East,4,5680.76,0.05,21586.89,6569.43
ORD104596,2023-01-22,CUST1671,Laptop Pro 14,Electronics,West,1,85259.72,0.0,85259.72,16566.29
ORD102673,2023-01-22,CUST1125,Notebook Pack,Stationery,North,5,468.02,0.1,2106.09,812.91
ORD111802,2023-01-22,CUST3215,Desk Lamp,Furniture,West,1,1810.2,0.1,1629.18,474.2
ORD104044,2023-01-22,CUST3289,Laptop Air 13,Electronics,East,1,64282.21,0.0,64282.21,13030.19
ORD103211,2023-01-22,CUST3078,Bluetooth Speaker,Accessories,South,4,3243.34,0.05,12324.69,3378.92
ORD100017,2023-01-22,CUST1194,Printer,Office Supplies,Central,1,12168.54,0.05,11560.11,3003.1
ORD102192,2023-01-22,CUST3737,Pen Set,Stationery,North,5,249.23,0.1,1121.53,428.69
ORD101268,2023-01-22,CUST2309,Laptop Pro 14,Electronics,North,2,89945.51,0.0,179891.02,32203.97
ORD102539,2023-01-23,CUST3993,Smartphone Y,Electronics,North,2,21697.78,0.1,39056.0,8195.21
ORD102785,2023-01-23,CUST3409,Printer,Office Supplies,North,2,11590.7,0.2,18545.12,4648.51
ORD102010,2023-01-23,CUST1784,Pen Set,Stationery,Central,3,251.46,0.0,754.38,277.07
ORD100358,2023-01-23,CUST3717,Notebook Pack,Stationery,East,3,434.09,0.05,1237.16,435.01
ORD100834,2023-01-23,CUST2621,Backpack,Stationery,South,1,1725.06,0.1,1552.55,578.4
ORD111051,2023-01-23,CUST1121,Wireless Headphones,Accessories,East,6,4360.72,0.2,20931.46,5285.11
ORD110746,2023-01-23,CUST2704,Printer,Office Supplies,West,3,12653.51,0.1,34164.48,8022.68
ORD111320,2023-01-23,CUST1348,Office Chair,Furniture,North,1,8521.97,0.1,7669.77,2238.68
ORD111197,2023-01-23,CUST2123,Smartphone Y,Electronics,North,6,22147.83,0.0,132886.98,25902.96
