Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Discount,Sales,Profit,Year,Month,Quarter,Day,Day_of_Week,Profit_Margin
ORD100146,2023-01-02,CUST3469,Tablet Plus,Electronics,Central,1,28052.23,0.0,28052.23,4910.12,2023,1,1,2,Monday,17.50349259221103
ORD105082,2023-01-02,CUST3750,Keyboard,Office Supplies,East,5,1622.12,0.0,8110.6,1937.74,2023,1,1,2,Monday,23.89145069415333
ORD101364,2023-01-02,CUST3526,Office Chair,Furniture,West,1,8514.52,0.0,8514.52,2341.17,2023,1,1,2,Monday,27.496206480224366
ORD110861,2023-01-02,CUST2442,Keyboard,Office Supplies,East,1,1827.4,0.1,1644.66,440.01,2023,1,1,2,Monday,26.753857940242966
ORD110138,2023-01-02,CUST2684,Desk Lamp,Furniture,North,4,1806.78,0.15,6143.05,1686.19,2023,1,1,2,Monday,27.44874288830467
ORD109438,2023-01-03,CUST1336,Laptop Air 13,Electronics,South,7,69867.34,0.15,415710.67,82515.71,2023,1,1,3,Tuesday,19.849312503814254
ORD102927,2023-01-03,CUST3213,Office Chair,Furniture,North,3,8803.82,0.0,26411.46,7462.1,2023,1,1,3,Tuesday,28.253265817186936
ORD107320,2023-01-03,CUST1746,Wireless Headphones,Accessories,West,4,4816.86,0.0,19267.44,5287.09,2023,1,1,3,Tuesday,27.440542178929846
ORD110307,2023-01-03,CUST2540,Printer,Office Supplies,West,2,11866.44,0.0,23732.88,6334.23,2023,1,1,3,Tuesday,26.689681151212994
ORD109763,2023-01-03,CUST1662,Tablet Plus,Electronics,Central,1,27020.39,0.1,24318.35,4610.61,2023,1,1,3,Tuesday,18.95938663601766
ORD104910,2023-01-03,CUST2287,Pen Set,Stationery,Central,5,242.18,0.0,1210.9,459.64,2023,1,1,3,Tuesday,37.958543232306546
ORD101178,2023-01-03,CUST1127,Wireless Headphones,Accessories,South,1,4375.02,0.05,4156.27,1069.8,2023,1,1,3,Tuesday,25.739425013293165
ORD110349,2023-01-03,CUST3582,Bluetooth Speaker,Accessories,West,2,3311.98,0.05,6292.76,1695.42,2023,1,1,3,Tuesday,26.9423909381575
ORD101138,2023-01-03,CUST3746,Office Chair,Furniture,East,3,8655.79,0.15,22072.26,5989.42,2023,1,1,3,Tuesday,27.13550855236392
ORD103502,2023-01-03,CUST3997,Bookshelf,Furniture,North,3,5359.5,0.05,15274.58,4176.13,2023,1,1,3,Tuesday,27.34039168343745
ORD104312,2023-01-04,CUST3042,Study Table,Furniture,North,5,7054.08,0.1,31743.36,8890.21,2023,1,1,4,Wednesday,28.00651852859936
ORD100990,2023-01-04,CUST2054,Office Chair,Furniture,East,6,8001.63,0.0,48009.78,13004.88,2023,1,1,4,Wednesday,27.087980823907127
ORD110087,2023-01-04,CUST3182,Smartphone X,Electronics,Central,5,31120.93,0.0,155604.65,26903.18,2023,1,1,4,Wednesday,17.289444756310303
ORD108020,2023-01-04,CUST2797,Pen Set,Stationery,South,2,260.47,0.0,520.94,192.65,2023,1,1,4,Wednesday,36.98122624486505
ORD105516,2023-01-04,CUST2753,Office Chair,Furniture,West,2,8440.31,0.2,13504.5,4096.61,2023,1,1,4,Wednesday,30.335147543411452
ORD100723,2023-01-04,CUST1687,Wireless Headphones,Accessories,West,3,4767.26,0.05,13586.69,3757.03,2023,1,1,4,Wednesday,27.652283227187784
ORD111033,2023-01-05,CUST3843,Tablet Plus,Electronics,West,2,26977.89,0.0,53955.78,10782.56,2023,1,1,5,Thursday,19.984068435300166
ORD102912,2023-01-05,CUST1940,Laptop Air 13,Electronics,West,4,64981.59,0.2,207941.09,37870.5,2023,1,1,5,Thursday,18.212129214096166
ORD111703,2023-01-05,CUST1750,Tablet Plus,Electronics,South,8,26531.36,0.0,212250.88,37329.28,2023,1,1,5,Thursday,17.58733815379234
ORD100773,2023-01-05,CUST2057,Wireless Headphones,Accessories,North,3,4792.9,0.0,14378.7,3757.33,2023,1,1,5,Thursday,26.131221876803885
ORD105425,2023-01-05,CUST3699,Backpack,Stationery,North,1,1798.08,0.1,1618.27,576.77,2023,1,1,5,Thursday,35.64114764532494
ORD100308,2023-01-05,CUST3106,Bookshelf,Furniture,South,2,5306.41,0.2,8490.26,2321.75,2023,1,1,5,Thursday,27.346041228419388
ORD104011,2023-01-05,CUST1068,Keyboard,Office Supplies,North,1,1784.61,0.05,1695.38,395.31,2023,1,1,5,Thursday,23.316896506977784
ORD108953,2023-01-05,CUST3381,Smart Watch,Accessories,North,1,6251.87,0.0,6251.87,1571.62,2023,1,1,5,Thursday,25.13839859114153
ORD106008,2023-01-06,CUST3419,Office Chair,Furniture,West,7,9051.91,0.0,63363.37,17412.51,2023,1,1,6,Friday,27.48040389897191
ORD111784,2023-01-06,CUST1314,Study Table,Furniture,Central,2,6789.85,0.0,13579.7,4009.16,2023,1,1,6,Friday,29.523185342827894
ORD111013,2023-01-06,CUST1139,Wireless Headphones,Accessories,West,6,4505.75,0.25,20275.88,5437.6,2023,1,1,6,Friday,26.81807152143335
ORD103830,2023-01-06,CUST1910,Bookshelf,Furniture,South,5,5408.13,0.05,25688.62,7375.23,2023,1,1,6,Friday,28.71010587567569
ORD110105,2023-01-06,CUST1081,Desk Lamp,Furniture,Central,1,1798.87,0.15,1529.04,457.43,2023,1,1,6,Friday,29.916156542667295
ORD104141,2023-01-06,CUST3062,Wireless Headphones,Accessories,North,1,4548.91,0.1,4094.02,1091.13,2023,1,1,6,Friday,26.651799453837548
ORD104067,2023-01-06,CUST1116,Study Table,Furniture,South,3,6601.01,0.0,19803.03,5530.62,2023,1,1,6,Friday,27.92815038910712
ORD100720,2023-01-06,CUST2943,Office Chair,Furniture,Central,3,8481.42,0.15,21627.62,6448.53,2023,1,1,6,Friday,29.816179496403212
ORD107644,2023-01-06,CUST3630,Study Table,Furniture,North,7,7047.45,0.15,41932.33,12025.14,2023,1,1,6,Friday,28.6774906140441
ORD109391,2023-01-07,CUST3240,Smartphone Y,Electronics,West,1,22431.7,0.25,16823.78,3485.77,2023,1,1,7,Saturday,20.7193032719163
ORD108121,2023-01-07,CUST3627,Smartphone Y,Electronics,East,3,22770.88,0.0,68312.64,12176.3,2023,1,1,7,Saturday,17.824373351695964
ORD100955,2023-01-07,CUST1257,Smart Watch,Accessories,East,1,6567.29,0.1,5910.56,1691.06,2023,1,1,7,Saturday,28.61082537018489
ORD102546,2023-01-07,CUST1958,Keyboard,Office Supplies,West,6,1689.22,0.15,8615.02,2078.24,2023,1,1,7,Saturday,24.123449510273915
ORD106052,2023-01-07,CUST1569,Laptop Air 13,Electronics,West,1,64467.1,0.1,58020.39,10587.01,2023,1,1,7,Saturday,18.247050735095023
ORD104492,2023-01-07,CUST1004,Tablet Plus,Electronics,South,1,29231.71,0.05,27770.12,5781.34,2023,1,1,7,Saturday,20.818563261519937
ORD101225,2023-01-07,CUST2313,Keyboard,Office Supplies,Central,1,1857.32,0.05,1764.45,461.65,2023,1,1,7,Saturday,26.1639604409306
ORD107823,2023-01-07,CUST2175,Smartphone X,Electronics,West,3,32623.27,0.05,92976.32,17473.39,2023,1,1,7,Saturday,18.793376636115518
ORD101389,2023-01-07,CUST3537,Tablet Plus,Electronics,West,1,27906.65,0.2,22325.32,4490.03,2023,1,1,7,Saturday,20.111828184321656
ORD111644,2023-01-08,CUST2993,Desk Lamp,Furniture,East,1,1689.24,0.0,1689.24,483.98,2023,1,1,8,Sunday,28.65075418531411
ORD111745,2023-01-08,CUST1970,Keyboard,Office Supplies,South,7,1765.1,0.15,10502.34,2818.67,2023,1,1,8,Sunday,26.838495040152953
ORD104047,2023-01-08,CUST1752,Smartphone Y,Electronics,West,5,21836.24,0.0,109181.2,21460.94,2023,1,1,8,Sunday,19.65625950255172
ORD100656,2023-01-08,CUST2126,Laptop Air 13,Electronics,East,1,68864.56,0.2,55091.65,9668.35,2023,1,1,8,Sunday,17.549574209521772
ORD110674,2023-01-08,CUST2604,Backpack,Stationery,South,1,1957.06,0.1,1761.35,680.61,2023,1,1,8,Sunday,38.64138303006217
ORD104435,2023-01-08,CUST2133,Pen Set,Stationery,South,4,260.72,0.05,990.74,348.23,2023,1,1,8,Sunday,35.14847487736439
ORD102960,2023-01-08,CUST3952,Bluetooth Speaker,Accessories,Central,2,3194.98,0.25,4792.47,1350.49,2023,1,1,8,Sunday,28.179414790285595
ORD110226,2023-01-08,CUST3057,Smart Watch,Accessories,Central,2,6215.82,0.05,11810.06,3003.07,2023,1,1,8,Sunday,25.428067257914016
ORD108959,2023-01-08,CUST2389,Bluetooth Speaker,Accessories,North,1,3130.6,0.0,3130.6,875.25,2023,1,1,8,Sunday,27.957899444196
ORD110657,2023-01-08,CUST2496,Smart Watch,Accessories,North,2,6432.2,0.25,9648.3,2562.26,2023,1,1,8,Sunday,26.556595462413075
ORD102240,2023-01-08,CUST2116,Office Chair,Furniture,West,1,8124.4,0.25,6093.3,1693.55,2023,1,1,8,Sunday,27.79364219716738
ORD108470,2023-01-08,CUST3574,Bookshelf,Furniture,East,1,5442.41,0.0,5442.41,1614.48,2023,1,1,8,Sunday,29.664799234162807
ORD100195,2023-01-09,CUST2106,Keyboard,Office Supplies,North,2,1857.49,0.15,3157.73,822.88,2023,1,1,9,Monday,26.059226089627675
ORD110949,2023-01-09,CUST1341,Study Table,Furniture,West,8,6964.69,0.05,52931.64,14416.96,2023,1,1,9,Monday,27.2369418366784
ORD106111,2023-01-09,CUST2933,Printer,Office Supplies,West,2,12952.98,0.05,24610.66,6027.17,2023,1,1,9,Monday,24.490078689478462
ORD111318,2023-01-09,CUST1780,Notebook Pack,Stationery,North,5,477.77,0.05,2269.41,864.22,2023,1,1,9,Monday,38.08126341207627
ORD107444,2023-01-09,CUST3261,Smart Watch,Accessories,West,2,6183.92,0.0,12367.84,3124.25,2023,1,1,9,Monday,25.261080350327948
ORD111165,2023-01-09,CUST1532,Smart Watch,Accessories,South,3,6330.54,0.0,18991.62,5126.17,2023,1,1,9,Monday,26.991746886258255
ORD110372,2023-01-09,CUST3284,Study Table,Furniture,West,4,7003.83,0.05,26614.55,7642.32,2023,1,1,9,Monday,28.714819525409972
ORD104634,2023-01-09,CUST1693,Bluetooth Speaker,Accessories,North,1,3175.43,0.05,3016.66,771.25,2023,1,1,9,Monday,25.566354842773137
ORD101381,2023-01-09,CUST1122,Office Chair,Furniture,South,6,8771.46,0.05,49997.32,13788.82,2023,1,1,9,Monday,27.579118240737703
ORD108046,2023-01-09,CUST2549,Printer,Office Supplies,South,4,11564.98,0.1,41633.93,10603.77,2023,1,1,9,Monday,25.469058529905773
ORD111792,2023-01-10,CUST1335,Smartphone X,Electronics,North,2,32264.91,0.1,58076.84,11055.18,2023,1,1,10,Tuesday,19.035436501021753
ORD101645,2023-01-10,CUST1747,Notebook Pack,Stationery,North,3,441.06,0.15,1124.7,435.69,2023,1,1,10,Tuesday,38.73833022139237
ORD105929,2023-01-10,CUST1930,Laptop Air 13,Electronics,West,1,66204.99,0.05,62894.74,11572.01,2023,1,1,10,Tuesday,18.399010791681466
ORD100752,2023-01-10,CUST1865,Tablet Plus,Electronics,North,2,26493.43,0.25,39740.15,7808.85,2023,1,1,10,Tuesday,19.64977484986846
ORD100528,2023-01-10,CUST2134,Notebook Pack,Stationery,East,1,437.0,0.1,393.3,152.67,2023,1,1,10,Tuesday,38.81769641495041
ORD103095,2023-01-10,CUST2053,Smartphone Y,Electronics,North,4,22327.08,0.15,75912.07,12954.94,2023,1,1,10,Tuesday,17.0657182711524
ORD102984,2023-01-10,CUST3221,Smart Watch,Accessories,West,1,6736.2,0.1,6062.58,1551.27,2023,1,1,10,Tuesday,25.587621111803887
ORD108689,2023-01-10,CUST3568,Bluetooth Speaker,Accessories,South,2,3241.33,0.15,5510.26,1470.12,2023,1,1,10,Tuesday,26.679684806161593
ORD110321,2023-01-10,CUST3163,Notebook Pack,Stationery,East,1,440.62,0.25,330.46,124.04,2023,1,1,10,Tuesday,37.53555649700418
ORD107419,2023-01-10,CUST3963,Bluetooth Speaker,Accessories,North,7,2901.47,0.15,17263.75,4481.35,2023,1,1,10,Tuesday,25.95814930128159
ORD101027,2023-01-11,CUST3733,Smartphone Y,Electronics,South,1,20884.93,0.0,20884.93,3847.63,2023,1,1,11,Wednesday,18.422996869034275
ORD103762,2023-01-11,CUST3647,Laptop Pro 14,Electronics,East,2,87504.76,0.15,148758.09,28563.0,2023,1,1,11,Wednesday,19.200972531981286
ORD100830,2023-01-11,CUST2515,Smart Watch,Accessories,North,6,6385.85,0.1,34483.59,9321.33,2023,1,1,11,Wednesday,27.03120527764076
ORD109558,2023-01-11,CUST3079,Printer,Office Supplies,West,5,12028.92,0.0,60144.6,15200.75,2023,1,1,11,Wednesday,25.27367377952468
ORD106910,2023-01-11,CUST3168,Wireless Headphones,Accessories,West,2,4572.64,0.15,7773.49,2136.8,2023,1,1,11,Wednesday,27.48829676245805
ORD111594,2023-01-11,CUST3814,Pen Set,Stationery,East,1,254.92,0.0,254.92,92.43,2023,1,1,11,Wednesday,36.258434018515615
ORD107508,2023-01-11,CUST3827,Bookshelf,Furniture,East,4,5596.9,0.05,21268.22,6584.68,2023,1,1,11,Wednesday,30.960183785949173
ORD109827,2023-01-11,CUST1577,Printer,Office Supplies,South,3,12572.88,0.15,32060.84,8334.94,2023,1,1,11,Wednesday,25.99726020902759
ORD108957,2023-01-11,CUST3486,Notebook Pack,Stationery,Central,3,446.32,0.25,1004.22,372.88,2023,1,1,11,Wednesday,37.13130588914779
ORD101348,2023-01-11,CUST1652,Bluetooth Speaker,Accessories,North,2,3111.43,0.1,5600.57,1538.65,2023,1,1,11,Wednesday,27.47309648839315
ORD105462,2023-01-11,CUST3277,Smart Watch,Accessories,North,2,6654.74,0.2,10647.58,2835.53,2023,1,1,11,Wednesday,26.630746141376726
ORD101155,2023-01-11,CUST1459,Bluetooth Speaker,Accessories,West,5,3221.86,0.0,16109.3,4454.58,2023,1,1,11,Wednesday,27.652225732961703
ORD109003,2023-01-12,CUST1107,Study Table,Furniture,North,2,7123.64,0.1,12822.55,3628.37,2023,1,1,12,Thursday,28.296789640126185
ORD107776,2023-01-12,CUST2148,Notebook Pack,Stationery,North,1,469.55,0.1,422.6,150.35,2023,1,1,12,Thursday,35.577378135352575
ORD107001,2023-01-12,CUST1875,Laptop Air 13,Electronics,West,2,66144.07,0.05,125673.73,22329.73,2023,1,1,12,Thursday,17.768017230012987
ORD100381,2023-01-12,CUST2073,Laptop Pro 14,Electronics,East,5,89476.53,0.0,447382.65,82831.57,2023,1,1,12,Thursday,18.514703241173972
ORD110114,2023-01-12,CUST1727,Smart Watch,Accessories,West,1,6292.51,0.1,5663.26,1422.19,2023,1,1,12,Thursday,25.11256767303638
ORD104226,2023-01-12,CUST2162,Wireless Headphones,Accessories,East,7,4775.59,0.1,30086.22,8267.66,2023,1,1,12,Thursday,27.479889464346137
ORD101590,2023-01-12,CUST2316,Tablet Plus,Electronics,West,2,28510.71,0.15,48468.21,9786.66,2023,1,1,12,Thursday,20.191915484396887
ORD104325,2023-01-12,CUST3620,Printer,Office Supplies,North,4,13055.39,0.15,44388.33,10321.53,2023,1,1,12,Thursday,23.25280090510276
ORD104350,2023-01-12,CUST1463,Backpack,Stationery,East,6,1780.23,0.0,10681.38,4153.01,2023,1,1,12,Thursday,38.88083749478064
ORD101767,2023-01-12,CUST1130,Pen Set,Stationery,West,2,257.48,0.15,437.72,160.38,2023,1,1,12,Thursday,36.63986109841908
ORD107966,2023-01-12,CUST2819,Smartphone X,Electronics,North,6,31953.02,0.1,172546.31,35539.37,2023,1,1,12,Thursday,20.59700378408556
ORD104646,2023-01-12,CUST3387,Backpack,Stationery,North,1,1773.21,0.0,1773.21,655.51,2023,1,1,12,Thursday,36.96742066647492
ORD111178,2023-01-12,CUST2545,Laptop Air 13,Electronics,East,2,64858.83,0.0,129717.66,23295.47,2023,1,1,12,Thursday,17.95859561450615
ORD101066,2023-01-12,CUST3415,Laptop Pro 14,Electronics,West,5,85549.25,0.1,384971.62,71338.38,2023,1,1,12,Thursday,18.530815336465583
ORD108535,2023-01-12,CUST1773,Printer,Office Supplies,West,3,13287.01,0.2,31888.82,7364.02,2023,1,1,12,Thursday,23.092795531474668
ORD102859,2023-01-12,CUST2013,Wireless Headphones,Accessories,West,6,4551.41,0.0,27308.46,7460.51,2023,1,1,12,Thursday,27.31940944308101
ORD109845,2023-01-13,CUST3221,Smart Watch,Accessories,West,1,6569.26,0.0,6569.26,1899.16,2023,1,1,13,Friday,28.909801103929517
ORD109289,2023-01-13,CUST2624,Laptop Pro 14,Electronics,Central,4,85883.32,0.15,292003.29,50244.09,2023,1,1,13,Friday,17.20668626713076
ORD103866,2023-01-13,CUST1581,Printer,Office Supplies,West,2,13262.37,0.1,23872.27,6287.11,2023,1,1,13,Friday,26.336456482772686
ORD104996,2023-01-13,CUST1571,Bookshelf,Furniture,North,5,5614.88,0.0,28074.4,7883.89,2023,1,1,13,Friday,28.082131764169493
ORD107601,2023-01-13,CUST2215,Desk Lamp,Furniture,Central,1,1934.11,0.0,1934.11,567.12,2023,1,1,13,Friday,29.322013742755065
ORD105150,2023-01-13,CUST1316,Office Chair,Furniture,West,8,8927.94,0.1,64281.17,17456.0,2023,1,1,13,Friday,27.155697383852846
ORD110064,2023-01-13,CUST3637,Laptop Air 13,Electronics,East,7,65724.83,0.1,414066.43,72846.21,2023,1,1,13,Friday,17.592879963729494
ORD111667,2023-01-13,CUST2825,Smartphone Y,Electronics,West,5,20898.25,0.1,94042.12,18451.57,2023,1,1,13,Friday,19.620538116324898
ORD104081,2023-01-13,CUST3919,Printer,Office Supplies,Central,3,13218.2,0.1,35689.14,8708.58,2023,1,1,13,Friday,24.401204399993947
ORD109493,2023-01-13,CUST3216,Laptop Air 13,Electronics,West,2,61400.97,0.05,116661.84,21428.53,2023,1,1,13,Friday,18.368071341922946
ORD111137,2023-01-13,CUST2966,Bookshelf,Furniture,North,2,5799.23,0.0,11598.46,3325.61,2023,1,1,13,Friday,28.672858293256176
ORD100756,2023-01-13,CUST3594,Pen Set,Stationery,West,3,249.09,0.05,709.91,260.27,2023,1,1,13,Friday,36.662393824569314
ORD103687,2023-01-13,CUST3500,Backpack,Stationery,West,6,1791.59,0.05,10212.06,3800.12,2023,1,1,13,Friday,37.21208061840608
ORD110298,2023-01-13,CUST2769,Tablet Plus,Electronics,Central,2,27546.08,0.05,52337.55,9316.78,2023,1,1,13,Friday,17.801330020224484
ORD111388,2023-01-13,CUST3776,Smartphone Y,Electronics,East,3,21918.65,0.1,59180.36,10137.4,2023,1,1,13,Friday,17.129669370041007
ORD106377,2023-01-13,CUST2502,Laptop Air 13,Electronics,Central,7,64107.29,0.05,426313.48,86916.18,2023,1,1,13,Friday,20.38785637273304
ORD107445,2023-01-13,CUST1957,Study Table,Furniture,North,2,7035.86,0.05,13368.13,4105.67,2023,1,1,13,Friday,30.71237338356225
ORD105687,2023-01-14,CUST1643,Laptop Pro 14,Electronics,North,3,85701.55,0.0,257104.65,44025.07,2023,1,1,14,Saturday,17.123404808119965
ORD109382,2023-01-14,CUST3881,Smartphone Y,Electronics,Central,2,21977.24,0.05,41756.76,8294.63,2023,1,1,14,Saturday,19.864160916699472
ORD107188,2023-01-14,CUST1667,Desk Lamp,Furniture,East,4,1876.27,0.0,7505.08,2086.12,2023,1,1,14,Saturday,27.796106104132136
ORD110709,2023-01-14,CUST3713,Study Table,Furniture,Central,1,6820.88,0.1,6138.79,1787.97,2023,1,1,14,Saturday,29.1257723427581
ORD110305,2023-01-14,CUST2853,Study Table,Furniture,North,4,7104.42,0.0,28417.68,7961.09,2023,1,1,14,Saturday,28.014566987875156
ORD105986,2023-01-14,CUST2284,Keyboard,Office Supplies,North,2,1851.41,0.0,3702.82,907.49,2023,1,1,14,Saturday,24.508077627321878
ORD101399,2023-01-14,CUST2629,Smart Watch,Accessories,West,3,6481.53,0.05,18472.36,5154.13,2023,1,1,14,Saturday,27.90184903282526
ORD107480,2023-01-14,CUST2402,Bookshelf,Furniture,North,3,5009.42,0.0,15028.26,4202.57,2023,1,1,14,Saturday,27.964448312712182
ORD104943,2023-01-14,CUST3378,Keyboard,Office Supplies,North,4,1822.93,0.05,6927.13,1778.0,2023,1,1,14,Saturday,25.66719550520923
ORD108927,2023-01-14,CUST2812,Bluetooth Speaker,Accessories,West,2,3247.76,0.2,5196.42,1421.74,2023,1,1,14,Saturday,27.359990147062785
ORD101467,2023-01-14,CUST2272,Backpack,Stationery,South,1,1687.96,0.05,1603.56,574.73,2023,1,1,14,Saturday,35.84087904412682
ORD110630,2023-01-14,CUST2325,Bluetooth Speaker,Accessories,East,2,3382.65,0.1,6088.77,1758.99,2023,1,1,14,Saturday,28.889085973029033
ORD100039,2023-01-14,CUST2702,Study Table,Furniture,West,1,6986.83,0.1,6288.15,1728.07,2023,1,1,14,Saturday,27.481373694965928
ORD104638,2023-01-15,CUST1918,Wireless Headphones,Accessories,West,5,4675.12,0.1,21038.04,5448.43,2023,1,1,15,Sunday,25.89799239853142
ORD100820,2023-01-15,CUST2683,Laptop Air 13,Electronics,North,2,61894.64,0.1,111410.35,20112.58,2023,1,1,15,Sunday,18.05270336194079
ORD104797,2023-01-15,CUST1928,Backpack,Stationery,South,1,1702.81,0.1,1532.53,579.58,2023,1,1,15,Sunday,37.818509262461426
ORD102918,2023-01-15,CUST3360,Printer,Office Supplies,South,1,11964.15,0.0,11964.15,3067.82,2023,1,1,15,Sunday,25.64177145890013
ORD110603,2023-01-15,CUST1216,Notebook Pack,Stationery,East,5,447.27,0.0,2236.35,855.2,2023,1,1,15,Sunday,38.240883582623475
ORD100075,2023-01-15,CUST2025,Smartphone Y,Electronics,East,5,21366.16,0.0,106830.8,21930.43,2023,1,1,15,Sunday,20.528190372064987
ORD109137,2023-01-15,CUST1529,Wireless Headphones,Accessories,South,3,4561.98,0.0,13685.94,3432.36,2023,1,1,15,Sunday,25.07946111118418
ORD111028,2023-01-15,CUST1494,Smart Watch,Accessories,South,2,6417.52,0.0,12835.04,3656.86,2023,1,1,15,Sunday,28.49122402423366
ORD110548,2023-01-15,CUST3752,Tablet Plus,Electronics,North,1,27204.29,0.1,24483.86,4421.18,2023,1,1,15,Sunday,18.057528510618834
ORD104304,2023-01-16,CUST3071,Laptop Pro 14,Electronics,West,1,80625.02,0.2,64500.02,12117.56,2023,1,1,16,Monday,18.78690890328406
ORD105865,2023-01-16,CUST3671,Backpack,Stationery,West,1,1651.43,0.1,1486.29,539.23,2023,1,1,16,Monday,36.28026831910327
ORD110100,2023-01-16,CUST1621,Study Table,Furniture,South,2,6809.88,0.15,11576.8,3418.95,2023,1,1,16,Monday,29.532772441434595
ORD110030,2023-01-16,CUST1276,Bluetooth Speaker,Accessories,West,7,3154.09,0.0,22078.63,6151.34,2023,1,1,16,Monday,27.861058408062455
ORD106458,2023-01-16,CUST2374,Laptop Pro 14,Electronics,East,1,87868.26,0.15,74688.02,15375.03,2023,1,1,16,Monday,20.58567090143774
ORD110072,2023-01-16,CUST1481,Mouse,Office Supplies,West,1,907.73,0.1,816.96,217.91,2023,1,1,16,Monday,26.67327653740697
ORD110897,2023-01-16,CUST1188,Bookshelf,Furniture,South,2,5427.11,0.05,10311.51,2960.45,2023,1,1,16,Monday,28.71015011380486
ORD106395,2023-01-16,CUST3326,Pen Set,Stationery,South,1,252.46,0.1,227.21,87.22,2023,1,1,16,Monday,38.38739492099819
ORD106927,2023-01-16,CUST1375,Printer,Office Supplies,Central,2,12523.21,0.0,25046.42,5805.61,2023,1,1,16,Monday,23.179400489171705
ORD105443,2023-01-16,CUST3237,Smartphone Y,Electronics,East,3,21749.25,0.1,58722.98,10830.51,2023,1,1,16,Monday,18.443393029440944
ORD109876,2023-01-16,CUST2010,Keyboard,Office Supplies,South,3,1777.37,0.0,5332.11,1241.58,2023,1,1,16,Monday,23.284965989073743
ORD106036,2023-01-16,CUST2947,Laptop Air 13,Electronics,North,6,65121.08,0.05,371190.16,69867.3,2023,1,1,16,Monday,18.82250865701828
ORD109455,2023-01-16,CUST2230,Wireless Headphones,Accessories,East,4,4465.58,0.0,17862.32,4904.43,2023,1,1,16,Monday,27.456847710711713
ORD111986,2023-01-16,CUST2201,Wireless Headphones,Accessories,Central,2,4766.84,0.0,9533.68,2617.92,2023,1,1,16,Monday,27.459700766125987
ORD109646,2023-01-16,CUST2417,Smartphone X,Electronics,South,4,32286.43,0.1,116231.15,22568.73,2023,1,1,16,Monday,19.417109785113542
ORD110986,2023-01-16,CUST2070,Tablet Plus,Electronics,South,2,28650.13,0.1,51570.23,8966.04,2023,1,1,16,Monday,17.38607719996595
ORD101112,2023-01-16,CUST1727,Tablet Plus,Electronics,East,2,28101.76,0.2,44962.82,8670.32,2023,1,1,16,Monday,19.283310077081463
ORD110089,2023-01-16,CUST2700,Study Table,Furniture,Central,5,6813.26,0.1,30659.67,8895.35,2023,1,1,16,Monday,29.013195510584428
